cgpa,score,placed
6.65,7.14,0
9.39,9.85,0
8.99,9.39,0
8.24,8.29,1
8.48,8.5,0
5.75,5.83,0
6.81,6.92,0
8.52,8.92,0
8.64,8.6,0
6.03,5.56,0
8.24,8.41,0
5.66,5.31,0
8.64,8.42,1
9.25,9.08,0
7.6,7.28,0
8.01,7.89,0
8.76,8.77,1
7.29,7.61,0
9.41,9.21,1
10.17,9.87,0
7.5,7.3,0
8.68,8.74,1
6.22,5.92,0
5.71,6.06,0
8.48,8.23,0
4.93,5.35,0
6.72,6.96,0
9.45,9.35,1
5.92,6.07,0
5.84,5.64,0
6.46,6.66,0
9.32,9.22,1
6.01,6.11,0
9.68,9.36,1
7.31,6.95,0
9.26,8.77,0
6.38,6.46,0
8.31,8.34,0
7.07,7.09,0
6.52,6.08,0
8.97,8.71,0
7.08,7.16,0
8.57,8.2,1
5.97,5.61,0
6.52,6.72,0
6.93,6.88,0
8.97,9.47,0
5.06,5.39,0
9.69,9.64,0
8.59,8.85,1
6.71,7.06,0
7.9,7.41,0
5.17,5.35,0
7.72,7.47,0
6.54,6.98,0
5.93,5.94,0
7.25,7.54,0
8.72,8.33,0
9.63,9.89,0
8.7,8.63,1
9.5,9.03,0
7.72,7.52,0
5.93,5.93,0
7.93,7.69,0
5.61,6.1,0
8.45,8.62,0
6.28,6.74,0
7.03,6.89,0
7.81,8.01,0
9.27,8.95,1
5.15,5.32,0
5.62,5.96,0
5.83,6.04,0
6.89,7.12,0
6.2,5.91,0
8.94,8.61,0
8.22,8.18,0
7.16,6.96,0
9.34,9.23,0
9.86,9.76,1
9.41,9.08,1
6.01,6.16,0
7.77,7.73,0
9.84,9.39,0
7.69,7.32,0
7.13,7.46,0
5.08,5.45,0
10.16,9.79,1
6.28,6.06,0
7.09,7.28,0
6.1,6.02,0
7.07,6.72,0
5.82,5.38,0
6.46,6.5,0
7.17,7.1,0
6.6,6.75,0
8.33,8.72,0
4.66,5.02,0
8.1,7.67,0
7.45,7.92,0
6.6,6.98,0
7.44,7.74,0
5.81,5.33,0
4.69,5.09,0
5.44,5.42,0
8.98,8.51,0
6.55,6.82,0
8.41,8.86,1
6.84,7.2,0
5.6,5.3,0
9.15,9.01,0
8.67,8.57,1
5.04,5.41,0
8.63,8.22,0
5.46,5.68,1
7.15,7.48,0
6.46,6.89,0
7.89,7.43,0
5.65,5.86,0
9.38,8.9,0
6.34,5.94,0
6.72,6.74,0
5.73,5.57,0
7.61,7.14,0
7.82,7.68,0
5.34,5.21,0
6.16,5.8,0
5.15,5.44,0
6.61,6.75,0
6.82,6.6,0
4.92,5.01,0
7.02,7.37,0
6.95,6.68,0
5.21,5.1,0
9.62,9.89,0
8.42,8.74,0
7.26,7.64,0
9.62,9.53,1
6.25,6.06,0
5.37,5.44,0
6.23,6.35,0
6.25,5.93,0
5.57,5.47,0
9.07,8.86,0
6,5.75,0
9.22,9.17,0
6.95,7.13,0
4.94,5.11,0
8.67,9.15,0
8.86,8.6,1
10.14,9.91,0
8.69,9.01,0
8.31,7.99,0
6.9,7.1,0
7.28,6.96,0
6.77,7.04,0
8.88,8.89,1
8.32,8.39,0
6.09,6.03,0
7.98,7.77,0
8.58,8.57,1
7.14,7.63,0
5.48,5.74,0
9.37,9.25,0
9.6,9.73,0
9.91,9.88,0
7.09,6.69,0
7.04,6.86,0
4.86,5.24,0
7.9,8.29,0
7.09,7.18,0
7.81,8.01,0
6.32,6.57,0
7.5,7.68,0
6.12,6,0
5.51,5.21,0
6.53,6.86,0
7.04,6.76,0
9.53,9.37,1
9.06,9.02,1
9.51,9.19,0
10.16,9.8,0
6.29,6.75,0
7.98,7.91,0
8.78,8.91,1
5.8,5.8,0
6.31,6.74,0
8.72,8.66,1
7.77,7.84,0
7.22,7.27,0
4.86,5.06,0
9.38,9.31,0
5.43,5.26,0
6.14,6.62,0
8.1,7.61,0
7.67,7.67,0
6.33,6.2,0
7.28,6.97,0
8.34,7.86,0
9.06,9.47,0
9.94,9.52,0
9.93,9.91,0
6.25,6.71,0
9.62,9.99,0
10.13,9.98,0
9.98,9.97,1
5.48,5.3,0
5.56,5.62,0
7.39,7.7,0
10.08,9.72,1
6.74,6.88,0
9.01,9.4,1
8.89,8.69,0
5.61,5.11,0
7.16,7.18,1
5.85,6.06,0
7.28,7.27,0
5.81,6.21,0
8.32,8.33,0
8.35,8.23,0
8.27,8.09,1
5.28,5.26,0
8.77,8.49,0
9.76,9.93,0
7.74,7.62,0
5.21,5.11,0
6.06,6.39,1
6.45,6.44,0
5.68,5.31,0
7.48,7.28,0
6.35,6.21,0
7.46,7.66,0
8.87,8.5,0
6.56,6.33,0
5.75,5.38,0
7.26,6.77,0
7.93,7.66,0
5.36,5.52,0
9.17,8.98,1
6.01,5.99,0
9.8,9.91,0
6.67,7.15,1
5.76,5.61,0
9.59,9.18,0
9.37,9.3,1
8.13,7.67,0
9.07,9.48,0
9.95,9.57,0
10.05,9.77,0
7.56,7.57,0
6.44,6.57,0
8.16,7.9,0
5.51,5.4,0
6.32,6.39,0
9.07,9.29,0
9.29,9.79,1
5.33,5.52,0
8.16,8.5,0
7.32,7.45,0
8.66,8.84,0
8.89,8.75,1
9.04,9.23,1
8.7,8.63,0
8.14,7.76,0
5.38,5.51,0
6.42,6.86,0
6.9,7.04,0
6.74,6.4,0
9.42,9.54,0
9.88,9.76,1
6.91,7.06,0
6.5,6.23,0
6.34,5.89,0
7.86,7.93,0
6.26,6.51,0
8.34,8.05,0
8.67,9.17,1
5.81,6.22,0
9.16,9.4,0
9.74,9.55,1
9.48,9.37,0
6.04,5.95,0
7.71,7.58,1
5.87,5.64,0
7.91,8.1,0
6.91,7.02,1
9.43,9.49,0
8.55,8.15,1
4.91,5.38,0
9.07,9.25,0
9.49,9.05,0
8.72,8.31,1
6.43,6.19,0
9.25,8.78,0
8.43,8.31,1
9.52,9.92,1
8.27,7.91,0
6.02,6.49,0
9.08,9.05,0
5.48,5.7,1
7.33,7.32,0
5.72,5.46,0
6.69,6.19,0
7.71,7.98,0
9.55,9.2,0
8.93,8.95,0
5.84,5.44,0
9.03,9.3,1
5.69,5.95,0
6.02,5.81,0
6.11,5.84,0
6.87,6.48,0
9.16,9.17,0
7.31,7.26,0
6.64,6.24,0
9.98,9.52,0
9.4,9.85,1
9.34,9.04,0
9.84,9.63,0
10.1,9.72,1
9.62,9.56,0
7.42,7.65,0
8.05,7.7,1
6.32,6.44,0
5.41,5.79,0
8.67,8.72,0
8.37,7.9,1
5.27,5.53,0
8.67,8.95,1
7.76,7.54,0
9.21,9.26,0
6.14,5.95,0
9.7,9.42,1
5.36,5.6,0
7.93,7.94,0
8.58,9.06,0
7.85,7.91,0
7.22,7.05,0
7.24,6.87,0
6.52,6.11,0
6.08,5.81,0
6.92,6.86,0
9.19,9.32,0
4.74,5.11,0
6.98,6.58,0
6.94,7.25,0
8.64,8.17,0
9.48,9.89,1
9.01,9.15,0
10.04,9.72,0
4.94,5.26,0
8.69,8.93,0
9.2,9.6,1
9.94,9.69,1
7.11,7.52,0
6.85,6.92,0
6.69,6.89,0
9.46,9.46,0
6.64,6.63,0
7.51,7.14,0
5.94,5.87,0
5.99,5.58,0
7.38,7.87,0
8.65,8.76,1
7.95,7.95,0
8.54,8.05,0
6.38,6.35,0
5.27,5.03,0
8.8,8.68,0
9.9,9.56,1
7.25,7.17,0
6.6,6.34,0
5.27,5.09,0
10.26,9.91,0
8.91,9,1
8.66,8.27,0
9.92,9.45,0
6.7,6.67,0
10,9.79,0
6.58,6.08,0
6.7,7.01,0
8.07,8.51,1
4.84,5.32,0
9.44,9.84,1
7.21,7.08,0
6.57,6.8,0
5.61,5.7,0
6.01,5.65,0
6.11,6.58,0
7.01,7.07,0
7.41,7.03,0
7.07,6.93,0
8.84,9.25,0
6.1,6.47,0
9.94,9.96,0
8.17,8.55,0
8.22,7.96,0
7.28,7.17,0
5.5,5.76,0
8.31,8.1,1
5.05,5.1,0
7.47,7.83,0
4.87,5.1,0
5.5,5.19,0
9.34,9.69,0
8.67,8.46,0
5.65,6.1,0
8.68,8.34,0
4.84,5.31,0
7.26,7.16,0
5.93,6.14,0
7.41,7.75,0
4.92,5.08,0
8.62,8.27,1
8.23,8.08,1
6.05,6.19,0
6.71,7.13,0
9.86,9.45,1
5.45,5.63,0
7.77,8.01,0
9.33,9.73,0
7.9,7.67,0
5.12,5.02,0
7.41,7.33,0
5.62,5.76,0
8.67,8.2,1
7.6,7.39,0
9.84,9.79,1
8.12,7.87,1
7.72,7.42,0
8.78,8.61,1
9.14,9.48,1
6.97,6.96,0
7.56,7.4,0
8.71,8.75,0
10.06,9.69,0
7.87,7.84,0
8.82,9.31,1
5.58,5.66,0
5.98,5.69,0
6.77,6.51,0
6.91,6.75,0
9.85,9.56,0
7.63,7.23,0
8.66,8.94,1
5.72,5.74,0
8.51,8.56,1
9.4,9.22,1
9.41,9.44,0
8.44,8.71,1
7.86,7.6,0
5.42,5.14,0
7.19,6.87,1
7.08,6.69,0
4.69,5.18,0
5.61,5.64,0
9.31,9.6,0
4.92,5.2,0
9.31,9.26,0
6.03,5.99,0
10.03,9.91,0
7,6.92,1
8.35,8.05,1
5.13,5.2,0
9.71,9.44,0
8.99,9.41,0
7.48,7.61,0
9.36,8.94,0
8.64,8.73,0
9.83,9.41,0
6.32,6.28,0
5.09,5.35,0
9.06,9.31,0
7.34,6.89,0
7.09,7.5,0
5.37,5.34,0
5.13,5.36,0
7.57,7.84,0
4.82,5.15,0
9.14,9.12,1
9.65,9.61,0
9.49,9.8,0
9,8.74,1
9.01,9.33,0
5.36,5.59,0
5.6,5.44,0
8.43,7.98,0
5.5,5.33,0
8.06,7.7,0
9.4,9.3,1
8.62,8.62,0
7.51,7.86,0
8.8,8.48,1
7.91,8.04,0
8.15,8.36,0
9.53,9.14,0
8.58,8.72,0
9.08,9.15,0
9.85,9.49,1
7.81,7.8,0
9.22,9.49,1
5.24,5.34,0
6.47,6.28,0
6.15,6.23,0
7.12,6.9,0
5.1,5.32,0
7.98,7.62,0
9.09,9.42,0
8.35,8.31,1
7.48,7.93,0
7.05,6.91,0
7.29,6.88,0
6.14,5.7,1
6.35,5.98,0
5.91,6.27,0
5.19,5.54,0
7.18,7.51,0
7.44,7.23,0
9.63,9.88,1
7.75,7.62,0
5.59,5.79,0
6.47,6.21,0
7.67,7.63,0
9.03,8.77,0
5.22,5.49,0
8.56,8.63,0
6.09,6.36,0
7.32,6.99,0
9.54,9.66,0
8.45,8.5,1
9.12,8.77,0
9.71,9.56,0
9.06,9.45,1
6.23,6.69,0
4.99,5.12,0
8.75,8.94,0
9.42,9.15,0
7.68,7.87,0
5.78,6.27,0
8.27,8.13,1
5.19,5.68,0
5.32,5.65,0
9.2,9.66,0
8.62,8.37,0
7.05,7.36,0
8.03,8.24,0
6.72,6.49,0
7.35,7.36,0
5.66,5.51,0
10.1,9.93,1
9.63,9.49,0
5.31,5.7,0
7.82,7.56,0
8.36,8.27,1
8.18,8.07,1
7.17,7.39,0
6.68,6.5,0
5.6,5.46,0
5.99,5.94,0
8.04,7.69,1
6.26,6.39,0
9.15,8.71,0
5.89,5.89,0
5.19,5.17,0
8.69,8.81,0
5.75,5.45,0
5.96,5.94,0
7.66,7.22,0
8.84,9.22,1
8.42,8.6,1
9.25,9.16,0
6.68,6.68,0
9.2,9.36,0
5.85,5.46,0
9.48,9.31,0
9.49,9.68,0
6.3,6.8,0
6.41,6.49,0
5.42,5.76,0
6.11,5.88,0
7.51,7.27,0
6.12,6.54,0
7.63,7.27,0
6.67,6.4,0
8.15,8.04,0
8.23,8.07,0
6,5.81,0
10.03,9.59,0
8.18,7.88,1
6.77,6.3,1
9.69,9.77,1
8.31,7.97,1
6.23,6.65,0
6.13,5.68,0
9.3,9.33,0
9.25,9.53,0
5.8,5.97,0
4.9,5.05,0
7.54,7.61,0
8.02,7.55,0
8.06,8.52,1
6.95,6.91,0
5.98,5.96,0
6.38,6.36,0
8.59,8.49,1
9.37,9.8,1
9.65,9.55,0
6.97,6.47,0
6.77,7.17,0
6.68,6.58,1
9.04,9.17,0
6.96,7.29,0
7.04,7.33,0
5.51,5.48,0
7.39,7.77,0
6.78,6.46,0
8.52,8.68,1
6.2,6.01,0
8.12,8.56,0
6.38,6.68,0
6.3,6.48,0
8.42,8.02,0
9.3,9.63,1
9.1,9.04,1
4.82,5.13,0
7.87,8.02,0
8,7.57,0
8.38,8.3,0
6.26,6.16,0
6.14,6.5,1
8.74,8.27,0
5.77,5.87,0
4.72,5,0
8.15,8.61,0
8.74,8.27,0
5.92,6.18,0
8.3,7.88,1
5.59,5.96,0
7.67,7.76,0
9.16,8.81,0
5.13,5.24,0
6.1,6.25,1
6.54,6.77,0
5.22,5.15,1
8.79,8.3,0
8.19,8.57,1
9.77,9.28,0
8.14,8.16,1
7.44,7.76,0
9.32,9.03,1
6.13,5.69,0
6.38,6.04,0
8.82,9.29,0
6.56,6.12,0
8.78,8.6,0
6.33,6.36,0
6.78,7.17,0
9.87,9.48,0
6.13,6.46,0
9.65,9.91,0
6.37,6.61,0
6.3,6.56,0
7.95,7.59,0
4.87,5,0
7.73,7.65,1
8.62,8.63,0
5.6,5.2,0
8.65,8.44,1
6.16,6.26,0
8.84,9.28,0
8.78,9.13,1
9.68,9.97,1
6.72,6.58,0
10.24,9.89,1
7.87,8.36,0
7.23,7.66,0
5.24,5.72,0
6.15,6,0
7.6,7.8,0
7.22,7.45,0
6.1,5.8,0
9.54,9.28,1
7.64,7.96,0
9.69,9.24,1
8.01,8.46,0
6.82,7.03,0
9.63,9.15,0
8.76,8.88,0
6.71,6.4,0
7.28,7.46,0
9.31,9.27,0
6.49,6.44,0
8.01,8.37,0
7.17,7.61,0
6.59,6.8,0
5.74,6.08,0
6.34,6.18,0
8.66,8.28,0
9.9,9.93,0
9.44,9.49,1
9.35,9.38,0
9.89,9.7,0
8.53,8.14,1
10.24,9.85,0
8.3,8.71,1
5.45,5.86,0
8.22,7.76,1
6.32,6.31,0
6.07,6.38,0
9.25,9.23,1
6.52,6.29,0
5.73,5.4,0
8.28,7.82,0
9.26,9.52,0
6.26,5.89,0
5.65,5.5,0
9.31,9.4,1
6.91,6.75,0
7.58,8.06,0
8.97,8.63,0
9.39,8.91,1
9.42,9.9,0
6.4,6.46,0
7.11,6.99,0
6.56,6.75,0
8.76,8.59,1
8.36,7.96,0
8.7,8.61,0
9.77,9.37,0
9.49,9.16,1
8.95,8.57,1
8.41,8.12,0
5.05,5.35,0
8.54,8.75,0
5.78,5.98,0
7.42,7.33,0
9.45,9.63,0
8.42,8.89,0
8.79,9.06,1
6,6.27,0
8.72,8.26,0
8.02,8.5,0
8.72,8.72,0
10.06,9.83,0
9.58,9.4,0
7.64,7.51,0
8.22,8.53,0
7.1,7.54,0
4.64,5.05,0
6.33,5.98,0
8.84,8.93,0
7.19,7.68,0
5.62,5.86,0
8.15,8.04,0
5.02,5.42,0
6.99,7.09,0
7.01,7.04,0
9.04,9.29,1
7.1,7.25,0
10.35,9.92,0
6.75,6.66,0
7.72,7.87,0
7.68,7.82,0
8.04,7.87,0
7.06,6.98,0
7.53,7.28,0
7.18,7.65,0
9.26,9.19,0
9.57,9.86,1
7,6.86,0
6.98,7.14,0
5.76,6.11,0
8.46,8.76,1
8.13,7.68,1
8.29,8.15,0
8.55,8.66,1
8.77,9.06,0
8.99,9.09,0
7.61,8.03,0
7.91,7.51,0
9.48,9.76,0
7.77,7.45,0
5.95,5.55,0
9.45,9.85,1
9.34,9.69,1
7.65,7.71,0
9,8.87,1
9.65,9.19,0
5.59,5.2,0
5.84,5.95,0
8.15,8.59,0
7.45,7.65,1
5.81,6.01,0
5.56,5.42,0
7.33,7.23,0
10.05,9.98,0
9.69,9.45,0
5.67,6.08,0
8.6,8.5,0
6.4,6.31,0
5.42,5.25,0
5.83,5.34,0
8.16,7.91,0
6.84,6.42,0
7.43,7.75,0
6.85,7.16,0
9.6,9.77,1
6.82,6.36,0
8.96,9.23,0
10.27,9.98,0
9.61,9.25,1
5.75,6.14,0
6.19,6.11,1
9.12,8.81,0
8.36,8.13,0
6.34,6.62,0
8.66,9.09,1
8.38,8.43,1
6.13,6.41,0
6.02,5.63,0
6.85,7.31,0
8.28,8.06,0
6.72,7.15,0
8.83,8.38,1
8.37,8.73,0
6.32,6.74,0
6.76,6.45,0
9.99,9.81,0
8.58,8.73,0
7.8,7.46,0
10.22,9.76,0
8.32,7.83,1
8.1,7.98,1
5.9,5.94,0
9.67,9.71,1
5.67,5.32,1
8.94,8.87,0
7.17,7.46,0
9.63,9.74,0
7.72,7.82,0
6.82,7.19,0
8.21,8.15,0
5.94,5.77,0
8.46,8.05,0
5.93,6.07,0
8.82,8.62,0
7.39,7.56,0
5.73,5.93,0
8.57,8.54,0
5.36,5.73,0
8.13,8.03,1
7.48,7.72,0
5.41,5.19,0
8.14,7.67,1
8.65,8.33,0
8.93,8.96,0
8.51,8.53,0
10.01,9.56,0
5.78,6.02,0
5.4,5.49,0
8.91,9.15,0
4.62,5,0
5.65,5.38,0
8.82,8.89,0
9.91,9.88,0
9.59,9.48,1
9.55,9.33,0
8.66,8.49,0
9.76,9.73,1
8.29,7.98,0
8.03,7.57,0
8.7,8.47,0
5.38,5.78,0
6.47,6.59,0
6.36,6.55,0
9.77,9.7,0
9.06,9.16,0
6.91,7.08,0
7.64,7.75,0
6.58,6.44,0
9.88,9.78,0
9.65,9.18,0
7.43,7.07,0
6.44,6.53,0
7.53,7.82,0
6.82,7.29,0
8.72,9.16,0
8.04,8.05,1
5.17,5.29,0
8.89,9.34,0
6.2,6.52,0
6.98,7.08,0
8.54,8.68,0
6.24,5.75,0
8,7.74,0
9.75,9.48,1
8.97,8.56,1
9.87,9.62,0
9.92,9.83,0
8.1,8.21,0
9.64,9.35,0
7.83,7.35,0
7.92,7.55,0
6.52,6.88,0
5.36,5.02,0
9.45,9.28,0
8.54,8.76,0
9.67,9.33,0
5.62,5.18,0
8.92,8.76,0
9.47,9.09,0
6.32,5.87,0
7.94,8.39,0
8.6,8.26,0
9.35,8.87,0
7.8,8.2,0
6.53,6.29,0
7.81,7.53,0
8.8,9,1
7.68,7.5,0
9.03,9.22,1
6.63,6.93,0
6.36,6.75,0
5.95,5.75,1
8.83,8.4,0
8.92,9.04,1
7.56,7.58,0
7.15,7.15,0
7.75,7.88,0
9.44,9.6,0
5.82,5.4,0
8.25,8.17,0
9.05,8.92,1
7.53,7.58,0
8.72,8.47,0
8.58,8.67,0
9.75,9.58,0
6.14,5.83,0
8.5,8.33,1
5.37,5.15,0
9.28,8.97,0
7.93,7.98,0
8.7,8.79,1
6.77,6.81,0
5.15,5.6,0
6.01,6.33,0
6.54,6.7,0
9.1,9.42,0
9.56,9.42,0
7.03,7.25,0
9.81,9.54,1
7.13,7.37,0
7.53,7.03,0
6.87,6.6,0
6.61,6.83,0
6.09,5.84,0
7.75,7.92,0
5.45,5.13,0
9.13,9.12,0
7.16,6.67,0
7.9,8.34,0
9.96,9.55,1
6.13,6.2,0
5.42,5.35,0
9.74,9.28,0
4.98,5.26,0
8.57,8.64,0
5.01,5.44,0
5.92,6.02,0
9.68,9.58,0
9.4,9.72,1
6.27,6.05,0
8.86,8.41,1
9.01,8.55,0
5.74,6.12,0
5.07,5.29,0
8.88,9.01,1
7.94,7.93,0
8.4,8.01,0
8.53,8.41,1
8.78,8.51,0
8.56,8.55,1
7.72,7.76,1
6.3,6.01,0
7.15,6.69,0
5.45,5.31,0
6.4,6.32,0
5.52,5.23,1
8.26,8.02,1
9.3,9.48,0
8.4,7.95,0
5.85,6.07,0
5.26,5.1,0
6.13,6.23,1
5.03,5.38,0
6.68,6.75,0
6.21,5.76,0
6.09,6.1,0
8.31,8.41,1
6.54,6.11,0
6.31,6.54,0
4.89,5.25,0
8.8,8.67,0
7.65,7.66,0
6.88,6.64,0
8.12,7.78,1
5.74,5.84,0
8.61,8.78,0
9.95,9.51,0
9.24,9.23,1
6.71,6.23,0
5.32,5.51,0
8.64,8.95,0
5.11,5.47,0
7.9,8.35,0
5.53,5.07,0
7.84,8.31,0
8.45,7.98,0
7.16,7.53,0
5.78,6.26,0
6.12,6.13,0
9.64,9.48,0
8.79,8.65,0
9.09,9.49,1
8.43,8.35,1
9,8.64,0
7.35,6.95,0
6.58,6.97,0
5.99,5.63,0
9.75,9.61,0
9.63,9.83,0
7.41,7.07,0
6.08,6.17,0
9.16,8.76,1
9.65,9.48,0
6.71,6.75,0
8.11,8.51,1
8.48,8.6,0
7.33,7.23,0
9.24,9.45,1
7.49,7.58,0
4.84,5.32,0
10.25,9.85,0
10.35,9.99,1
7.08,6.95,0
5.78,6.05,0
8.76,8.31,0
9.25,9.63,1
5.23,5.53,0
7.22,7.41,0
9.25,8.76,1
5.12,5.56,0
8.87,9,0
7.27,7.04,0
7.85,7.87,0
9.09,9.08,0
6.17,5.77,0
5.27,5.58,0
6.9,7.06,0
9.64,9.27,1
6.75,6.5,0
8.58,8.78,1
6.51,6.23,0
7.3,6.94,0
5.79,5.7,1
8.06,8.35,1
7.41,7.72,1
8.58,8.6,1
9.09,9.1,1
9.86,9.66,0
7.37,7.7,0
8.17,8.24,1
8.18,7.71,0
10.22,9.75,0
9.3,9.48,1
9.6,9.93,0
8.03,8.3,0
7.59,7.18,0
6.62,7.01,0
5.72,5.97,0
5.03,5.52,0
5.36,5.08,0
5.06,5.13,0
8.92,8.98,0
7.17,7.28,0
10.08,9.83,0
5.41,5.13,0
5.67,6,0
8.13,8.02,0
6.87,7.2,0
9.67,9.73,1
7.82,7.47,0
8.81,9.27,0
5.38,5.7,0
7.92,7.88,0
10.09,9.62,0
9.49,9.83,0
4.97,5.09,0
6.9,6.81,0
8.4,8.09,0
5.66,5.18,0
7.6,7.58,0
6.95,7.29,0
5.86,6.04,0
7.79,8.04,0
6.18,5.89,0
5.72,6.1,0
8.95,9.23,1
7.45,7.89,0
7.29,7.22,0
9.65,9.94,1
6.85,6.97,0
6.18,6.22,0
7.63,7.3,0
7.59,7.98,0
5.91,5.85,0
9.93,9.45,0
6.96,6.86,0
6.9,6.55,0
8.19,7.76,1
6.45,6.41,0
8.59,8.43,0
9.58,9.91,0
9.8,9.49,1
7.9,8.01,0
7.67,8.07,0
7.68,8.09,0
7.07,7.41,0
5.16,5.32,0
6.56,6.26,0
6.6,6.85,0
5.38,5.23,0
5.59,6,0
6.11,6.47,0
6.16,6.48,0
8.81,8.54,0
5.82,5.41,0
8.02,8.2,0
7.52,7.9,0
6.94,7.06,0
6.48,6.08,0
5.69,6.11,0
7.71,8.09,0
5.73,5.32,0
6.19,6.46,0
5.94,6.41,0
7.1,6.7,1
7.16,7.51,0
9.29,9.25,0
8.13,8.44,0
9.69,9.23,0
9.52,9.43,0
9.76,9.86,0
7.42,7.14,0
8.02,7.66,0
8.51,8.52,1
10.29,9.85,1
7.6,7.37,0
7.53,7.9,0
9.16,8.68,1
8.25,8.39,0
6.72,6.57,0
5.39,5.09,0
7.56,7.82,0
5.4,5.37,0
6.67,6.28,0
6.88,6.89,0
6.36,6.68,0
6.31,6.7,0
6.34,6.31,0
7.36,7.53,0
8.59,8.31,1
4.61,5.05,0
8.62,8.16,0
5.89,5.67,0
6.34,6.43,0
7.17,7.58,0
7.75,8.16,0
7.59,7.92,0
9.45,9.56,0
8.44,7.95,1
4.99,5.12,0
6.65,7.06,0
5.18,5.49,0
7.96,7.86,0
8.38,8.15,1
8.97,8.68,0
6.67,6.32,0
7.14,7.14,0
8.33,8.77,1
7.03,6.86,0
9.65,9.18,1
7.59,7.81,0
8.4,8.74,0
5.5,5.36,0
8.17,8.62,0
7.57,7.91,0
8.52,8.3,1
7.17,7.13,0
8.13,7.81,0
8.51,8.89,0
9.83,9.98,0
7.15,6.79,0
7.85,8.17,0
6.97,6.95,0
9.43,9.49,0
5.16,5.02,0
7.2,7.27,0
9.42,9.62,0
6.46,6.62,0
9.89,9.8,1
9.89,9.96,0
8.8,8.77,0
7.31,6.83,0
8.07,8.22,0
7.69,7.49,0
8.17,7.73,0
5.7,5.96,0
6.31,6.22,0
7.96,7.77,0
8.94,8.82,0
5.9,5.53,0
9.55,9.77,0
5.78,5.72,0
7.16,7.18,0
8.77,9.01,1
8.16,8.47,0
7.79,7.55,0
5.71,5.5,0
9.93,9.8,0
9.76,9.41,1
5.62,5.31,0
9.77,9.66,1
6.63,6.92,0
6.74,6.36,0
7.11,7.39,0
8.7,9.13,0
5.83,5.99,0
9.09,9.31,0
9.53,9.64,1
6.19,5.78,0
8.83,8.5,0
7.04,6.87,0
5.5,5.09,0
5.95,6.15,0
9.37,9.25,1
7.32,7.15,0
7.11,7.14,0
5.5,5.73,0
7.33,7.18,0
8.65,8.52,0
8.96,8.83,1
9.34,9.33,1
6.56,6.32,0
7.45,7.01,1
6.55,6.94,0
9.21,9.49,0
8.62,8.65,0
8.67,8.37,0
4.7,5.09,0
6.26,6.27,0
8.1,8.17,0
7.83,7.97,0
9.58,9.08,1
5.29,5.71,0
6.74,6.88,0
7.17,7.4,0
9.46,9.18,0
9.85,9.37,0
6.72,6.35,0
5.37,5.42,0
5.45,5.05,0
8.07,7.81,0
7.85,7.91,0
6.64,6.66,0
9.31,9.69,0
5.37,5.52,0
8.78,8.71,0
6.22,6.09,0
8.78,9.22,1
7.91,8.4,0
7.87,7.84,0
6.51,6.75,0
5.48,5.79,0
7.77,7.76,0
5.62,5.94,0
5.93,5.7,0
8.08,8.35,0
6.75,6.77,0
7.82,8.04,0
5.06,5.29,0
9.67,9.62,1
9.81,9.62,1
6.31,6.8,0
6.58,6.42,0
7.06,6.64,0
5.63,6.06,0
7.68,7.59,0
8.19,8.66,0
7.5,7.71,0
5.1,5.39,0
9.04,9.51,1
6.74,6.33,0
7.87,7.84,0
6.6,6.7,0
5.9,5.63,0
8.44,8.78,1
7.77,7.54,0
5.92,6.41,0
6.83,7.14,0
9.88,9.86,1
5.16,5.06,0
6.52,6.69,0
5.95,5.91,0
5.42,5.74,0
9.5,9.55,1
8.42,8.74,0
5.75,6.02,0
4.91,5.08,0
9.06,9.41,0
6.84,7.25,0
9.6,9.83,0
9.18,9.04,1
8.56,8.45,0
7.68,7.51,0
5.62,5.25,0
8.48,8.93,1
6.25,6.08,0
6.35,6.81,0
8.96,8.56,1
5.69,6.09,1
9.79,9.96,1
4.74,5.09,0
6.61,6.61,0
9.24,8.9,0
9.47,9.38,1
5.17,5.08,0
9.31,9.79,0
8.18,8.62,0
5.38,5.35,0
9.26,8.76,0
6.35,5.85,0
5.26,5.53,0
5.33,5.17,0
9.7,9.67,0
7.45,7.26,0
5.8,5.57,0
8.9,9.07,0
8.71,8.99,0
9.77,9.38,0
5.96,5.9,0
9.32,9.77,0
5.86,6.36,0
9.5,9.32,0
7.99,7.91,0
6.64,6.36,0
5.23,5.51,0
8.34,7.92,1
6.35,6.77,0
9.9,9.67,0
5.58,5.7,0
9.81,9.32,1
9.49,9.99,0
7.88,7.4,0
6.51,6.17,0
10.03,9.59,1
8.87,9.22,0
7.03,6.93,0
5.17,5.38,0
7.49,7.23,0
8.83,8.6,1
6.25,5.76,0
9.08,8.92,0
6.93,7.15,0
7.8,7.45,0
6.52,6.83,0
5.8,6.08,0
6.65,6.42,0
5.7,5.46,0
5.74,5.74,0
8.58,9.08,0
8.17,8.34,0
7.68,8.15,0
7.64,7.27,0
6.92,7.02,0
5.32,5.55,1
7.4,7.14,0
5.34,5.62,0
9.04,9.25,0
4.85,5.3,1
5.85,5.6,0
7.69,7.72,0
6.36,6.45,0
9.74,9.29,1
5.9,5.76,0
7.97,7.99,0
8.24,8.07,0
7.44,7.49,0
8.12,8.58,0
9.94,9.88,1
5.96,6.33,0
5.11,5.57,1
8.46,7.99,0
